best_energy,best_bitstring,final_energy,accepted_moves,restart,gap_to_bruteforce,matches_bruteforce_energy,matches_bruteforce_bitstring
6.100000000000001,010000000100000,6.100000000000087,26,0,0.8000000000000016,False,False
6.100000000000001,100000000010000,6.100000000000243,9,1,0.8000000000000016,False,False
5.700000000000003,010000000000010,5.70000000000001,2,2,0.400000000000003,False,False
6.100000000000001,001000000000001,6.099999999999994,12,3,0.8000000000000016,False,False
7.5,000001000000001,7.499999999999915,26,4,2.2,False,False
5.5,100000000000010,5.500000000000163,9,5,0.20000000000000018,False,False
5.899999999999999,000001000010000,5.899999999999885,10,6,0.5999999999999988,False,False
7.100000000000001,000010000000010,7.1000000000000085,9,7,1.8000000000000016,False,False
5.700000000000003,010000000000010,5.700000000000003,7,8,0.400000000000003,False,False
5.899999999999999,000001000010000,5.8999999999999915,5,9,0.5999999999999988,False,False
7.100000000000001,000010000000010,7.100000000000051,5,10,1.8000000000000016,False,False
5.300000000000001,100000000000100,5.299999999999827,11,11,8.881784197001252e-16,True,True
6.100000000000001,001000000000001,6.09999999999998,6,12,0.8000000000000016,False,False
6.100000000000001,001000000000001,6.10000000000008,10,13,0.8000000000000016,False,False
7.100000000000001,000010000000010,7.100000000000051,12,14,1.8000000000000016,False,False
7.300000000000004,000010000000001,7.300000000000033,6,15,2.0000000000000044,False,False
6.100000000000001,010000000100000,6.100000000000023,7,16,0.8000000000000016,False,False
5.300000000000001,100000000000100,5.699999999999829,9,17,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.30000000000004,8,18,8.881784197001252e-16,True,True
7.100000000000001,000010000000010,7.100000000000001,4,19,1.8000000000000016,False,False
5.300000000000001,100000000000100,5.299999999999912,10,20,8.881784197001252e-16,True,True
7.300000000000004,000010000000001,7.2999999999998835,8,21,2.0000000000000044,False,False
6.5,001000000010000,6.4999999999999325,8,22,1.2000000000000002,False,False
5.700000000000003,000010000010000,5.699999999999591,7,23,0.400000000000003,False,False
5.5,100000000000010,5.499999999999851,10,24,0.20000000000000018,False,False
5.700000000000003,000010000010000,5.69999999999996,5,25,0.400000000000003,False,False
5.899999999999999,000001000010000,5.900000000000073,13,26,0.5999999999999988,False,False
6.100000000000001,001000000000001,6.100000000000001,9,27,0.8000000000000016,False,False
6.5,001000000010000,6.499999999999908,14,28,1.2000000000000002,False,False
6.300000000000004,010000000010000,6.2999999999999865,6,29,1.0000000000000044,False,False
5.899999999999999,100000000100000,5.899999999999949,32,30,0.5999999999999988,False,False
5.699999999999999,100000001000000,5.700000000000067,7,31,0.39999999999999947,False,False
7.5,000001000000001,7.499999999999851,8,32,2.2,False,False
7.100000000000001,000010000000010,7.099999999999994,4,33,1.8000000000000016,False,False
5.300000000000001,100000000000100,5.299999999999976,9,34,8.881784197001252e-16,True,True
5.5,100000000000010,5.500000000000107,8,35,0.20000000000000018,False,False
5.899999999999999,000001000010000,5.899999999999682,8,36,0.5999999999999988,False,False
6.100000000000001,010000000100000,6.099999999999948,26,37,0.8000000000000016,False,False
6.300000000000004,010000000010000,6.299999999999649,11,38,1.0000000000000044,False,False
5.900000000000006,010000000000001,5.90000000000007,8,39,0.6000000000000059,False,False
