best_energy,best_bitstring,final_energy,accepted_moves,restart,gap_to_bruteforce,matches_bruteforce_energy,matches_bruteforce_bitstring
5.5,000010000100000,5.499999999999751,35,0,0.20000000000000018,False,False
5.899999999999999,000001000010000,6.299999999999965,25,1,0.5999999999999988,False,False
5.700000000000003,010000000000010,5.700000000000053,28,2,0.400000000000003,False,False
5.900000000000006,010000000000001,5.900000000000066,41,3,0.6000000000000059,False,False
5.300000000000001,100000000000100,5.300000000000011,15,4,8.881784197001252e-16,True,True
5.5,100000000000010,6.10000000000003,43,5,0.20000000000000018,False,False
7.100000000000001,000010000000010,7.100000000000172,14,6,1.8000000000000016,False,False
5.700000000000003,100000000000001,6.100000000000044,18,7,0.400000000000003,False,False
5.700000000000003,100000000000001,7.5000000000000675,20,8,0.400000000000003,False,False
6.5,001000000010000,6.500000000000142,22,9,1.2000000000000002,False,False
5.899999999999999,000001000010000,5.899999999999899,23,10,0.5999999999999988,False,False
5.700000000000003,000010000010000,6.100000000000001,41,11,0.400000000000003,False,False
5.5,100000000000010,7.100000000000186,15,12,0.20000000000000018,False,False
6.100000000000001,010000000100000,6.299999999999947,26,13,0.8000000000000016,False,False
5.900000000000006,010000000000001,6.100000000000016,16,14,0.6000000000000059,False,False
5.300000000000001,100000000000100,5.899999999999984,16,15,8.881784197001252e-16,True,True
5.899999999999999,100000000100000,5.89999999999997,25,16,0.5999999999999988,False,False
5.300000000000001,100000000000100,6.499999999999993,44,17,8.881784197001252e-16,True,True
6.5,001000000010000,6.500000000000071,18,18,1.2000000000000002,False,False
5.5,100000000000010,5.899999999999949,19,19,0.20000000000000018,False,False
5.899999999999999,000001000010000,6.499999999999936,29,20,0.5999999999999988,False,False
5.700000000000003,000010000010000,5.899999999999885,17,21,0.400000000000003,False,False
5.5,100000000000010,5.500000000000114,23,22,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.300000000000004,19,23,8.881784197001252e-16,True,True
5.5,000010000100000,5.499999999999801,30,24,0.20000000000000018,False,False
7.5,000001000000001,7.4999999999999964,33,25,2.2,False,False
5.899999999999999,000001000010000,7.5000000000000995,37,26,0.5999999999999988,False,False
5.300000000000001,100000000000100,5.899999999999849,21,27,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.699999999999967,17,28,8.881784197001252e-16,True,True
5.700000000000003,000010000010000,5.899999999999938,17,29,0.400000000000003,False,False
5.300000000000001,100000000000100,5.300000000000075,15,30,8.881784197001252e-16,True,True
6.100000000000001,001000000000001,7.0999999999999375,25,31,0.8000000000000016,False,False
5.300000000000001,100000000000100,7.100000000000115,26,32,8.881784197001252e-16,True,True
5.5,100000000000010,6.100000000000094,20,33,0.20000000000000018,False,False
5.900000000000006,010000000000001,5.900000000000176,16,34,0.6000000000000059,False,False
5.300000000000001,100000000000100,5.299999999999983,8,35,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.500000000000078,45,36,8.881784197001252e-16,True,True
5.700000000000003,000010000010000,6.099999999999959,20,37,0.400000000000003,False,False
5.300000000000001,100000000000100,6.500000000000078,24,38,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.30000000000004,19,39,8.881784197001252e-16,True,True
5.5,100000000000010,5.5,19,40,0.20000000000000018,False,False
5.5,000010000100000,5.500000000000028,19,41,0.20000000000000018,False,False
6.300000000000004,010000000010000,6.300000000000082,30,42,1.0000000000000044,False,False
5.5,100000000000010,5.6999999999995765,31,43,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.299999999999905,23,44,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.699999999999989,17,45,8.881784197001252e-16,True,True
5.5,100000000000010,5.500000000000028,24,46,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.499999999999915,30,47,8.881784197001252e-16,True,True
5.699999999999999,100000001000000,5.699999999999996,18,48,0.39999999999999947,False,False
5.899999999999999,000001000010000,5.900000000000009,17,49,0.5999999999999988,False,False
7.5,000001000000001,7.500000000000028,11,50,2.2,False,False
6.300000000000004,010000000010000,6.300000000000068,27,51,1.0000000000000044,False,False
5.700000000000003,000010000010000,5.699999999999974,19,52,0.400000000000003,False,False
5.900000000000006,010000000000001,6.099999999999973,19,53,0.6000000000000059,False,False
