best_energy,best_bitstring,final_energy,accepted_moves,restart,gap_to_bruteforce,matches_bruteforce_energy,matches_bruteforce_bitstring
5.900000000000006,010000000000001,7.099999999999746,31,0,0.6000000000000059,False,False
5.700000000000003,010000000000010,5.700000000000003,20,1,0.400000000000003,False,False
5.5,000010000100000,5.5,19,2,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.2999999999999865,7,3,8.881784197001252e-16,True,True
5.900000000000006,010000000000001,6.100000000000087,12,4,0.6000000000000059,False,False
5.5,000010000100000,5.8999999999999915,16,5,0.20000000000000018,False,False
5.700000000000003,100000000000001,5.700000000000074,26,6,0.400000000000003,False,False
5.699999999999999,100000001000000,5.6999999999999815,22,7,0.39999999999999947,False,False
5.5,100000000000010,5.699999999999989,19,8,0.20000000000000018,False,False
5.699999999999999,100000001000000,6.099999999999909,32,9,0.39999999999999947,False,False
5.5,100000000000010,5.500000000000092,24,10,0.20000000000000018,False,False
5.899999999999999,000001000010000,5.899999999999913,21,11,0.5999999999999988,False,False
5.700000000000003,010000000000010,5.899999999999892,20,12,0.400000000000003,False,False
5.700000000000003,000010000010000,5.700000000000017,18,13,0.400000000000003,False,False
5.900000000000006,010000000000001,5.899999999999999,20,14,0.6000000000000059,False,False
5.700000000000003,010000000000010,5.700000000000106,21,15,0.400000000000003,False,False
5.300000000000001,100000000000100,7.099999999999973,24,16,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.900000000000091,33,17,8.881784197001252e-16,True,True
5.699999999999999,100000001000000,5.699999999999974,45,18,0.39999999999999947,False,False
5.300000000000001,100000000000100,6.0999999999998025,44,19,8.881784197001252e-16,True,True
5.900000000000006,010000000000001,6.099999999999987,13,20,0.6000000000000059,False,False
5.700000000000003,000010000010000,5.70000000000001,13,21,0.400000000000003,False,False
5.300000000000001,100000000000100,5.500000000000014,16,22,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.899999999999821,27,23,8.881784197001252e-16,True,True
