best_energy,best_bitstring,final_energy,accepted_moves,restart,gap_to_bruteforce,matches_bruteforce_energy,matches_bruteforce_bitstring
5.699999999999999,100000001000000,5.700000000000095,28,0,0.39999999999999947,False,False
5.5,100000000000010,5.499999999999929,7,1,0.20000000000000018,False,False
7.100000000000001,000010000000010,7.100000000000122,7,2,1.8000000000000016,False,False
7.5,000001000000001,7.499999999999993,8,3,2.2,False,False
5.900000000000006,010000000000001,5.900000000000176,5,4,0.6000000000000059,False,False
5.700000000000003,010000000000010,5.70000000000007,7,5,0.400000000000003,False,False
5.300000000000001,100000000000100,5.300000000000068,26,6,8.881784197001252e-16,True,True
6.100000000000001,100000000010000,6.099999999999909,20,7,0.8000000000000016,False,False
6.100000000000001,100000000010000,6.099999999999994,1,8,0.8000000000000016,False,False
5.5,000010000100000,5.500000000000007,10,9,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.30000000000004,6,10,8.881784197001252e-16,True,True
6.100000000000001,100000000010000,6.100000000000094,7,11,0.8000000000000016,False,False
7.5,000001000000001,7.500000000000043,16,12,2.2,False,False
5.699999999999999,100000001000000,5.700000000000088,8,13,0.39999999999999947,False,False
7.300000000000004,000010000000001,7.299999999999898,10,14,2.0000000000000044,False,False
7.5,000001000000001,7.499999999999915,22,15,2.2,False,False
5.899999999999999,100000000100000,5.900000000000006,12,16,0.5999999999999988,False,False
6.100000000000001,010000000100000,6.099999999999902,11,17,0.8000000000000016,False,False
5.700000000000003,000010000010000,5.699999999999946,8,18,0.400000000000003,False,False
5.899999999999999,000001000010000,5.900000000000041,23,19,0.5999999999999988,False,False
5.699999999999999,100000001000000,5.700000000000102,6,20,0.39999999999999947,False,False
5.900000000000006,010000000000001,5.900000000000091,10,21,0.6000000000000059,False,False
7.5,000001000000001,7.500000000000096,12,22,2.2,False,False
7.5,000001000000001,7.499999999999972,6,23,2.2,False,False
5.300000000000001,100000000000100,5.299999999999752,11,24,8.881784197001252e-16,True,True
5.5,100000000000010,5.5,7,25,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.300000000000004,9,26,8.881784197001252e-16,True,True
6.100000000000001,001000000000001,6.099999999999994,9,27,0.8000000000000016,False,False
5.899999999999999,000001000010000,5.899999999999942,20,28,0.5999999999999988,False,False
